dir,shape_hash,triton_us,cutile_us,cutile_over_triton,triton_status,cutile_status,compile_us_triton,compile_us_cutile,triton_ratio,cutile_ratio
pointwise_ccd411f2a45d,11b53ced,5.41,5.18,0.9574861367837337,AT_FLOOR,AT_FLOOR,5.47,5.18,1.012,1.0
pointwise_ccd411f2a45d,12e2de72,5.57,6.08,1.0915619389587072,AT_FLOOR,BAD_ORACLE,5.47,5.6,0.983,0.921
pointwise_ccd411f2a45d,131b8638,8.16,8.1,0.9926470588235293,AT_FLOOR,AT_FLOOR,8.0,8.16,0.98,1.008
pointwise_ccd411f2a45d,13371d9d,5.76,6.14,1.065972222222222,AT_FLOOR,BAD_ORACLE,5.47,5.76,0.95,0.937
pointwise_ccd411f2a45d,133d597e,5.44,5.25,0.9650735294117646,AT_FLOOR,AT_FLOOR,5.25,5.22,0.965,0.994
pointwise_ccd411f2a45d,13503f37,5.7,6.11,1.0719298245614035,AT_FLOOR,BAD_ORACLE,5.73,5.66,1.006,0.927
pointwise_ccd411f2a45d,1541cc55,5.73,5.95,1.038394415357766,AT_FLOOR,BAD_ORACLE,5.47,5.47,0.955,0.919
pointwise_ccd411f2a45d,15bece06,5.95,6.94,1.1663865546218488,AT_FLOOR,BAD_ORACLE,5.86,5.92,0.984,0.853
pointwise_ccd411f2a45d,16061233,5.73,6.43,1.1221640488656195,AT_FLOOR,BAD_ORACLE,5.57,5.47,0.972,0.851
pointwise_ccd411f2a45d,16919d54,5.57,6.24,1.1202872531418313,AT_FLOOR,BAD_ORACLE,5.5,5.66,0.989,0.908
pointwise_ccd411f2a45d,1771f8ae,6.11,6.98,1.1423895253682488,AT_FLOOR,BAD_ORACLE,5.89,5.98,0.963,0.858
pointwise_ccd411f2a45d,1878d562,5.5,6.05,1.0999999999999999,AT_FLOOR,BAD_ORACLE,5.57,5.54,1.012,0.915
pointwise_ccd411f2a45d,19b504d4,5.6,7.49,1.3375000000000001,AT_FLOOR,BAD_ORACLE,5.5,5.79,0.983,0.774
pointwise_ccd411f2a45d,19f8c381,5.41,5.73,1.0591497227356748,AT_FLOOR,BAD_ORACLE,5.63,5.28,1.041,0.922
pointwise_ccd411f2a45d,1be17d44,5.73,6.88,1.200698080279232,AT_FLOOR,BAD_ORACLE,5.7,5.79,0.994,0.842
pointwise_ccd411f2a45d,1e0d741b,5.18,5.76,1.111969111969112,AT_FLOOR,BAD_ORACLE,5.22,5.12,1.006,0.889
pointwise_ccd411f2a45d,1e6ab943,5.54,6.14,1.108303249097473,AT_FLOOR,BAD_ORACLE,5.57,5.38,1.006,0.875
pointwise_ccd411f2a45d,1ee05858,5.63,6.43,1.1420959147424512,AT_FLOOR,BAD_ORACLE,5.76,5.63,1.023,0.876
pointwise_ccd411f2a45d,1ef5a22a,5.6,6.02,1.075,AT_FLOOR,AT_FLOOR,5.34,5.79,0.954,0.963
pointwise_ccd411f2a45d,1f29e100,5.57,6.37,1.1436265709156193,AT_FLOOR,BAD_ORACLE,5.76,5.7,1.034,0.894
pointwise_ccd411f2a45d,2090015f,6.08,7.01,1.1529605263157894,AT_FLOOR,BAD_ORACLE,5.92,5.89,0.974,0.84
pointwise_ccd411f2a45d,211473d3,5.86,6.72,1.1467576791808873,AT_FLOOR,BAD_ORACLE,5.79,5.79,0.989,0.862
pointwise_ccd411f2a45d,212b00a8,5.57,6.37,1.1436265709156193,AT_FLOOR,BAD_ORACLE,5.66,5.73,1.017,0.899
pointwise_ccd411f2a45d,21341197,5.6,6.3,1.125,AT_FLOOR,BAD_ORACLE,5.73,5.66,1.023,0.898
pointwise_ccd411f2a45d,223a3d13,7.58,7.55,0.996042216358839,BAD_ORACLE,BAD_ORACLE,7.07,7.01,0.932,0.928
pointwise_ccd411f2a45d,2319f5d6,5.47,6.11,1.117001828153565,AT_FLOOR,BAD_ORACLE,5.66,5.57,1.035,0.911
pointwise_ccd411f2a45d,25553762,5.63,6.08,1.0799289520426287,AT_FLOOR,BAD_ORACLE,5.6,5.63,0.994,0.926
pointwise_ccd411f2a45d,26982251,5.79,6.21,1.072538860103627,AT_FLOOR,BAD_ORACLE,5.76,5.5,0.994,0.887
pointwise_ccd411f2a45d,26c42ea4,7.04,7.36,1.0454545454545454,AT_FLOOR,AT_FLOOR,7.07,7.01,1.005,0.952
pointwise_ccd411f2a45d,28c91ce5,5.79,6.21,1.072538860103627,AT_FLOOR,BAD_ORACLE,5.66,5.76,0.978,0.928
pointwise_ccd411f2a45d,296dddf5,5.6,6.11,1.0910714285714287,AT_FLOOR,BAD_ORACLE,5.57,5.44,0.994,0.89
pointwise_ccd411f2a45d,29ed1dca,5.57,6.34,1.1382405745062836,AT_FLOOR,BAD_ORACLE,5.57,5.54,1.0,0.874
pointwise_ccd411f2a45d,2a4bc6ce,5.73,6.85,1.1954624781849912,AT_FLOOR,BAD_ORACLE,5.63,5.6,0.983,0.818
pointwise_ccd411f2a45d,2a7286a7,5.7,6.11,1.0719298245614035,AT_FLOOR,BAD_ORACLE,5.6,5.7,0.983,0.932
pointwise_ccd411f2a45d,2bb21f32,5.82,6.88,1.1821305841924399,AT_FLOOR,BAD_ORACLE,5.89,5.79,1.011,0.842
pointwise_ccd411f2a45d,2c6b329c,5.79,6.69,1.1554404145077721,AT_FLOOR,BAD_ORACLE,5.79,5.79,1.0,0.866
pointwise_ccd411f2a45d,2ce5de27,5.54,5.7,1.0288808664259927,AT_FLOOR,BAD_ORACLE,5.6,5.41,1.012,0.949
pointwise_ccd411f2a45d,2d2df877,5.98,6.91,1.1555183946488294,AT_FLOOR,BAD_ORACLE,5.98,5.95,1.0,0.861
pointwise_ccd411f2a45d,2e24b10b,5.79,6.94,1.1986183074265977,AT_FLOOR,BAD_ORACLE,5.79,5.7,1.0,0.82
pointwise_ccd411f2a45d,2f739afe,5.7,6.08,1.0666666666666667,AT_FLOOR,BAD_ORACLE,5.6,5.76,0.983,0.947
pointwise_ccd411f2a45d,307745fe,6.88,7.17,1.0421511627906976,AT_FLOOR,AT_FLOOR,7.01,6.82,1.019,0.951
pointwise_ccd411f2a45d,3183d98f,5.82,6.94,1.1924398625429553,AT_FLOOR,BAD_ORACLE,5.73,5.73,0.984,0.825
pointwise_ccd411f2a45d,31df5182,5.73,7.01,1.2233856893542756,AT_FLOOR,BAD_ORACLE,5.82,5.76,1.017,0.822
pointwise_ccd411f2a45d,32f5c93f,5.57,6.08,1.0915619389587072,AT_FLOOR,BAD_ORACLE,5.44,5.73,0.977,0.942
pointwise_ccd411f2a45d,3344f12f,5.57,6.14,1.1023339317773786,AT_FLOOR,BAD_ORACLE,5.73,5.66,1.029,0.922
pointwise_ccd411f2a45d,350e66d2,5.09,5.54,1.0884086444007859,AT_FLOOR,AT_FLOOR,4.96,5.66,0.975,1.023
pointwise_ccd411f2a45d,359b1709,5.73,6.78,1.1832460732984293,AT_FLOOR,BAD_ORACLE,5.86,5.73,1.022,0.844
pointwise_ccd411f2a45d,364e49a8,5.5,6.21,1.1290909090909091,AT_FLOOR,BAD_ORACLE,5.7,5.54,1.035,0.892
pointwise_ccd411f2a45d,36e93be8,5.57,5.5,0.9874326750448833,AT_FLOOR,AT_FLOOR,5.63,5.44,1.011,0.988
pointwise_ccd411f2a45d,380482b9,5.73,6.5,1.1343804537521813,AT_FLOOR,BAD_ORACLE,5.86,5.76,1.022,0.887
pointwise_ccd411f2a45d,383d0ce2,50.02,57.25,1.1445421831267493,AT_FLOOR,BAD_ORACLE,50.18,49.92,1.003,0.872
pointwise_ccd411f2a45d,3899f795,5.09,5.41,1.06286836935167,AT_FLOOR,BAD_ORACLE,5.22,5.06,1.025,0.935
pointwise_ccd411f2a45d,392a4e56,5.54,5.57,1.0054151624548737,AT_FLOOR,AT_FLOOR,5.63,5.47,1.017,0.983
pointwise_ccd411f2a45d,3984a025,5.7,6.27,1.0999999999999999,BAD_ORACLE,BAD_ORACLE,5.34,5.63,0.938,0.898
pointwise_ccd411f2a45d,3a10002b,5.63,6.3,1.119005328596803,AT_FLOOR,BAD_ORACLE,5.66,5.66,1.006,0.898
pointwise_ccd411f2a45d,3af2f1a1,6.46,6.98,1.0804953560371517,BAD_ORACLE,BAD_ORACLE,6.02,6.34,0.931,0.908
pointwise_ccd411f2a45d,3b3a6aa2,5.79,6.37,1.1001727115716753,AT_FLOOR,BAD_ORACLE,5.7,5.76,0.983,0.905
pointwise_ccd411f2a45d,3b9d15f2,10.05,11.04,1.098507462686567,AT_FLOOR,AT_FLOOR,10.4,10.91,1.035,0.988
pointwise_ccd411f2a45d,3be1ee3d,5.63,6.24,1.108348134991119,AT_FLOOR,BAD_ORACLE,5.41,5.44,0.96,0.872
pointwise_ccd411f2a45d,3ca5831d,5.73,6.72,1.1727748691099475,AT_FLOOR,BAD_ORACLE,5.79,5.57,1.011,0.829
pointwise_ccd411f2a45d,3cd31aa6,5.5,5.92,1.0763636363636364,AT_FLOOR,AT_FLOOR,5.47,5.63,0.994,0.951
pointwise_ccd411f2a45d,3dd2d471,5.5,6.02,1.0945454545454545,AT_FLOOR,BAD_ORACLE,5.47,5.5,0.994,0.915
pointwise_ccd411f2a45d,3e4875e5,5.7,6.11,1.0719298245614035,AT_FLOOR,BAD_ORACLE,5.57,5.66,0.978,0.927
pointwise_ccd411f2a45d,3e72ead2,5.6,6.34,1.1321428571428571,AT_FLOOR,BAD_ORACLE,5.57,5.73,0.994,0.904
pointwise_ccd411f2a45d,3eeeb03d,5.54,6.37,1.1498194945848375,AT_FLOOR,BAD_ORACLE,5.7,5.63,1.029,0.884
pointwise_ccd411f2a45d,3f9a27a3,5.54,5.95,1.0740072202166064,AT_FLOOR,BAD_ORACLE,5.5,5.63,0.994,0.946
pointwise_ccd411f2a45d,3fe60bb4,7.81,7.97,1.0204865556978233,AT_FLOOR,AT_FLOOR,7.74,7.87,0.992,0.988
pointwise_ccd411f2a45d,40c256d8,5.54,6.18,1.115523465703971,AT_FLOOR,BAD_ORACLE,5.7,5.7,1.029,0.922
pointwise_ccd411f2a45d,41d86939,5.73,6.4,1.1169284467713787,AT_FLOOR,BAD_ORACLE,5.6,5.79,0.978,0.905
pointwise_ccd411f2a45d,4243bfc6,5.73,6.78,1.1832460732984293,AT_FLOOR,BAD_ORACLE,5.73,5.76,1.0,0.849
pointwise_ccd411f2a45d,42eef497,5.82,6.94,1.1924398625429553,AT_FLOOR,BAD_ORACLE,5.95,5.92,1.022,0.853
pointwise_ccd411f2a45d,4390afff,5.5,6.27,1.14,AT_FLOOR,BAD_ORACLE,5.63,5.57,1.023,0.888
pointwise_ccd411f2a45d,43dd5e7c,5.63,5.95,1.0568383658969804,AT_FLOOR,BAD_ORACLE,5.57,5.63,0.989,0.946
pointwise_ccd411f2a45d,4474a536,5.06,4.99,0.9861660079051384,AT_FLOOR,GOOD,5.09,5.25,1.006,1.051
pointwise_ccd411f2a45d,44842f5b,5.82,6.14,1.0549828178694156,AT_FLOOR,BAD_ORACLE,5.73,5.82,0.984,0.948
pointwise_ccd411f2a45d,451cc04f,5.34,5.57,1.0430711610486891,AT_FLOOR,AT_FLOOR,5.5,5.31,1.03,0.954
pointwise_ccd411f2a45d,454b090e,6.02,6.75,1.121262458471761,AT_FLOOR,BAD_ORACLE,5.89,6.02,0.979,0.891
pointwise_ccd411f2a45d,45543b4b,5.7,6.08,1.0666666666666667,AT_FLOOR,BAD_ORACLE,5.57,5.73,0.978,0.942
pointwise_ccd411f2a45d,45c33f0e,23.46,27.39,1.1675191815856778,AT_FLOOR,BAD_ORACLE,23.42,23.42,0.999,0.855
pointwise_ccd411f2a45d,45d2acd6,5.5,6.05,1.0999999999999999,AT_FLOOR,BAD_ORACLE,5.44,5.63,0.988,0.931
pointwise_ccd411f2a45d,462fa3e7,5.41,5.12,0.9463955637707948,BAD_ORACLE,AT_FLOOR,5.12,5.06,0.947,0.987
pointwise_ccd411f2a45d,4733eddc,5.06,5.79,1.1442687747035574,AT_FLOOR,BAD_ORACLE,5.12,5.34,1.013,0.923
pointwise_ccd411f2a45d,47413ffa,5.79,6.56,1.1329879101899827,AT_FLOOR,BAD_ORACLE,5.86,5.82,1.011,0.888
pointwise_ccd411f2a45d,47f8e2a5,5.44,6.37,1.1709558823529411,AT_FLOOR,BAD_ORACLE,5.63,5.5,1.035,0.864
pointwise_ccd411f2a45d,4a2efcd4,5.63,6.34,1.1261101243339253,AT_FLOOR,BAD_ORACLE,5.6,5.57,0.994,0.879
pointwise_ccd411f2a45d,4ae4b613,5.86,6.88,1.174061433447099,AT_FLOOR,BAD_ORACLE,5.73,5.7,0.978,0.828
pointwise_ccd411f2a45d,4bcd8f0a,5.02,6.34,1.2629482071713147,GOOD,BAD_ORACLE,5.54,5.44,1.102,0.859
pointwise_ccd411f2a45d,4be78e1d,5.15,5.76,1.1184466019417474,AT_FLOOR,BAD_ORACLE,5.25,5.02,1.019,0.872
pointwise_ccd411f2a45d,4c3b1066,5.54,5.95,1.0740072202166064,AT_FLOOR,BAD_ORACLE,5.54,5.47,1.0,0.919
pointwise_ccd411f2a45d,4c7efaac,5.09,5.7,1.119842829076621,AT_FLOOR,AT_FLOOR,5.02,5.44,0.987,0.955
pointwise_ccd411f2a45d,4c8790f1,5.63,6.05,1.074600355239787,AT_FLOOR,BAD_ORACLE,5.63,5.38,1.0,0.889
pointwise_ccd411f2a45d,4ca3c666,5.66,6.4,1.1307420494699647,AT_FLOOR,BAD_ORACLE,5.5,5.41,0.972,0.845
pointwise_ccd411f2a45d,4cc25377,5.15,5.76,1.1184466019417474,AT_FLOOR,AT_FLOOR,5.12,5.5,0.994,0.956
pointwise_ccd411f2a45d,4d28ec9d,5.7,6.14,1.0771929824561404,AT_FLOOR,BAD_ORACLE,5.57,5.76,0.978,0.937
pointwise_ccd411f2a45d,4e485f12,5.44,6.5,1.1948529411764706,GOOD,BAD_ORACLE,5.73,5.44,1.053,0.837
pointwise_ccd411f2a45d,4e9324f1,5.86,6.5,1.1092150170648463,AT_FLOOR,BAD_ORACLE,5.79,5.73,0.989,0.882
pointwise_ccd411f2a45d,4f085c05,5.34,5.47,1.0243445692883895,AT_FLOOR,AT_FLOOR,5.57,5.34,1.042,0.977
pointwise_ccd411f2a45d,4f6e780a,5.47,6.08,1.1115173674588665,AT_FLOOR,BAD_ORACLE,5.47,5.63,1.0,0.926
pointwise_ccd411f2a45d,4fb2580a,5.5,6.3,1.1454545454545455,AT_FLOOR,BAD_ORACLE,5.63,5.57,1.023,0.883
pointwise_ccd411f2a45d,4fde66ce,5.66,6.02,1.0636042402826855,AT_FLOOR,BAD_ORACLE,5.54,5.57,0.977,0.926
pointwise_ccd411f2a45d,50024ffa,5.66,5.98,1.0565371024734982,AT_FLOOR,BAD_ORACLE,5.63,5.47,0.994,0.914
pointwise_ccd411f2a45d,5114ed60,5.57,6.21,1.1149012567324954,AT_FLOOR,BAD_ORACLE,5.73,5.63,1.029,0.907
pointwise_ccd411f2a45d,52e663b7,5.6,6.37,1.1375000000000002,AT_FLOOR,BAD_ORACLE,5.73,5.73,1.023,0.899
pointwise_ccd411f2a45d,52fa51d9,5.66,6.34,1.1201413427561837,AT_FLOOR,BAD_ORACLE,5.5,5.54,0.972,0.874
pointwise_ccd411f2a45d,544f0b36,5.63,5.98,1.0621669626998225,AT_FLOOR,BAD_ORACLE,5.63,5.66,1.0,0.947
pointwise_ccd411f2a45d,54ce2134,5.6,6.3,1.125,AT_FLOOR,BAD_ORACLE,5.63,5.5,1.006,0.873
pointwise_ccd411f2a45d,55c05f28,11.78,13.02,1.105263157894737,AT_FLOOR,BAD_ORACLE,11.87,11.81,1.008,0.907
pointwise_ccd411f2a45d,57efd6a4,5.44,6.14,1.128676470588235,AT_FLOOR,BAD_ORACLE,5.34,5.7,0.982,0.927
pointwise_ccd411f2a45d,58284838,5.66,6.05,1.068904593639576,AT_FLOOR,BAD_ORACLE,5.66,5.57,1.0,0.921
pointwise_ccd411f2a45d,58fc684a,5.7,6.98,1.224561403508772,AT_FLOOR,BAD_ORACLE,5.79,5.7,1.017,0.817
pointwise_ccd411f2a45d,5a097376,5.7,6.08,1.0666666666666667,AT_FLOOR,BAD_ORACLE,5.5,5.76,0.966,0.947
pointwise_ccd411f2a45d,5ac093da,5.7,6.11,1.0719298245614035,AT_FLOOR,BAD_ORACLE,5.47,5.57,0.961,0.911
pointwise_ccd411f2a45d,5ac3b8f9,5.73,6.02,1.0506108202443278,AT_FLOOR,BAD_ORACLE,5.54,5.63,0.966,0.936
pointwise_ccd411f2a45d,5b1518f0,5.7,7.04,1.2350877192982457,AT_FLOOR,BAD_ORACLE,5.79,5.7,1.017,0.809
pointwise_ccd411f2a45d,5b9616ee,5.54,5.92,1.068592057761733,AT_FLOOR,BAD_ORACLE,5.54,5.15,1.0,0.87
pointwise_ccd411f2a45d,5bec99de,23.36,27.36,1.1712328767123288,AT_FLOOR,BAD_ORACLE,23.33,23.36,0.999,0.854
pointwise_ccd411f2a45d,5c5373bd,5.73,6.18,1.0785340314136125,AT_FLOOR,BAD_ORACLE,5.66,5.76,0.989,0.933
pointwise_ccd411f2a45d,5d21b03b,5.5,6.11,1.110909090909091,AT_FLOOR,BAD_ORACLE,5.63,5.57,1.023,0.911
pointwise_ccd411f2a45d,5d7c691a,5.82,6.91,1.1872852233676976,AT_FLOOR,BAD_ORACLE,5.76,5.66,0.989,0.819
pointwise_ccd411f2a45d,5d84946c,5.7,6.02,1.056140350877193,AT_FLOOR,BAD_ORACLE,5.57,5.7,0.978,0.947
pointwise_ccd411f2a45d,5dee2ecf,5.63,6.53,1.1598579040852577,AT_FLOOR,BAD_ORACLE,5.63,5.7,1.0,0.873
pointwise_ccd411f2a45d,5e88e600,5.57,5.92,1.0628366247755834,AT_FLOOR,BAD_ORACLE,5.6,5.6,1.006,0.946
pointwise_ccd411f2a45d,5e93f7d5,5.89,6.69,1.135823429541596,AT_FLOOR,BAD_ORACLE,5.76,5.82,0.978,0.871
pointwise_ccd411f2a45d,5fb31b1a,7.9,8.06,1.0202531645569621,AT_FLOOR,AT_FLOOR,8.06,7.97,1.02,0.988
pointwise_ccd411f2a45d,5fcc4345,5.66,6.4,1.1307420494699647,AT_FLOOR,BAD_ORACLE,5.79,5.7,1.023,0.89
pointwise_ccd411f2a45d,60c18f2b,5.44,4.93,0.9062499999999999,AT_FLOOR,AT_FLOOR,5.28,5.09,0.971,1.032
pointwise_ccd411f2a45d,615d0c7e,7.65,7.68,1.003921568627451,AT_FLOOR,AT_FLOOR,7.52,7.62,0.983,0.992
pointwise_ccd411f2a45d,61cf9ab4,5.6,5.89,1.0517857142857143,AT_FLOOR,AT_FLOOR,5.5,5.6,0.983,0.951
pointwise_ccd411f2a45d,6201f029,5.5,6.37,1.1581818181818182,AT_FLOOR,BAD_ORACLE,5.47,5.7,0.994,0.894
pointwise_ccd411f2a45d,6235682d,5.76,6.85,1.1892361111111112,AT_FLOOR,BAD_ORACLE,5.73,5.82,0.994,0.85
pointwise_ccd411f2a45d,624ef64c,5.66,6.98,1.2332155477031803,AT_FLOOR,BAD_ORACLE,5.6,5.63,0.989,0.807
pointwise_ccd411f2a45d,62fc72a8,5.47,5.5,1.0054844606946984,AT_FLOOR,BAD_ORACLE,5.41,5.06,0.988,0.919
pointwise_ccd411f2a45d,63318752,5.73,6.85,1.1954624781849912,AT_FLOOR,BAD_ORACLE,5.76,5.73,1.006,0.836
pointwise_ccd411f2a45d,63ceab8a,5.47,6.43,1.1755027422303475,AT_FLOOR,BAD_ORACLE,5.44,5.31,0.994,0.826
pointwise_ccd411f2a45d,649b2327,5.57,5.5,0.9874326750448833,AT_FLOOR,BAD_ORACLE,5.5,5.09,0.989,0.924
pointwise_ccd411f2a45d,6502eacf,35.78,42.34,1.1833426495248742,AT_FLOOR,BAD_ORACLE,36.45,36.45,1.019,0.861
pointwise_ccd411f2a45d,6507e36e,5.6,6.14,1.0964285714285715,AT_FLOOR,BAD_ORACLE,5.66,5.47,1.011,0.891
pointwise_ccd411f2a45d,654bfd80,5.66,5.89,1.0406360424028267,AT_FLOOR,BAD_ORACLE,5.6,5.44,0.989,0.924
pointwise_ccd411f2a45d,659534a4,6.94,7.07,1.0187319884726225,AT_FLOOR,AT_FLOOR,6.94,6.91,1.0,0.977
pointwise_ccd411f2a45d,6677edba,13.57,15.07,1.1105379513633014,AT_FLOOR,BAD_ORACLE,13.18,13.22,0.972,0.877
pointwise_ccd411f2a45d,669ded90,5.57,5.89,1.0574506283662477,AT_FLOOR,AT_FLOOR,5.5,5.66,0.989,0.962
pointwise_ccd411f2a45d,66fb5b34,5.73,6.37,1.111692844677138,AT_FLOOR,BAD_ORACLE,5.57,5.79,0.972,0.91
pointwise_ccd411f2a45d,6726be28,6.14,6.98,1.1368078175895766,AT_FLOOR,BAD_ORACLE,5.95,6.18,0.969,0.885
pointwise_ccd411f2a45d,67b86844,5.86,6.91,1.1791808873720135,AT_FLOOR,BAD_ORACLE,5.73,5.76,0.978,0.833
pointwise_ccd411f2a45d,6827cae5,5.7,6.91,1.212280701754386,AT_FLOOR,BAD_ORACLE,5.82,5.82,1.022,0.843
pointwise_ccd411f2a45d,68f5632d,5.82,6.98,1.1993127147766323,AT_FLOOR,BAD_ORACLE,5.79,5.82,0.995,0.835
pointwise_ccd411f2a45d,69bc0f29,5.79,6.85,1.1830742659758202,AT_FLOOR,BAD_ORACLE,5.89,5.76,1.017,0.841
pointwise_ccd411f2a45d,6a65df08,5.76,6.85,1.1892361111111112,AT_FLOOR,BAD_ORACLE,5.76,5.66,1.0,0.827
pointwise_ccd411f2a45d,6aabee35,5.73,6.85,1.1954624781849912,AT_FLOOR,BAD_ORACLE,5.63,5.66,0.983,0.827
pointwise_ccd411f2a45d,6b249ec8,5.66,6.05,1.068904593639576,AT_FLOOR,BAD_ORACLE,5.6,5.63,0.989,0.931
pointwise_ccd411f2a45d,6b9a0293,5.89,6.91,1.1731748726655349,AT_FLOOR,BAD_ORACLE,5.76,5.82,0.978,0.843
pointwise_ccd411f2a45d,6bb88915,5.6,6.14,1.0964285714285715,AT_FLOOR,BAD_ORACLE,5.57,5.76,0.994,0.937
pointwise_ccd411f2a45d,6bbc4cae,6.05,6.98,1.1537190082644628,AT_FLOOR,BAD_ORACLE,5.79,6.05,0.958,0.867
pointwise_ccd411f2a45d,6bc2a838,5.63,6.27,1.1136767317939609,AT_FLOOR,BAD_ORACLE,5.41,5.41,0.96,0.862
pointwise_ccd411f2a45d,6c4ea3d9,19.17,21.38,1.1152842983828897,AT_FLOOR,BAD_ORACLE,18.43,19.3,0.962,0.903
pointwise_ccd411f2a45d,6cf96f8a,5.47,6.94,1.2687385740402195,AT_FLOOR,BAD_ORACLE,5.6,5.63,1.023,0.811
pointwise_ccd411f2a45d,6dd0cd15,5.6,6.3,1.125,AT_FLOOR,BAD_ORACLE,5.57,5.5,0.994,0.873
pointwise_ccd411f2a45d,6f1015b4,5.76,6.34,1.1006944444444444,AT_FLOOR,BAD_ORACLE,5.47,5.54,0.95,0.874
pointwise_ccd411f2a45d,6f19df1a,5.76,6.14,1.065972222222222,AT_FLOOR,BAD_ORACLE,5.6,5.7,0.972,0.927
pointwise_ccd411f2a45d,6fa2dfe0,4.96,5.63,1.1350806451612903,GOOD,BAD_ORACLE,5.28,5.25,1.065,0.932
pointwise_ccd411f2a45d,6fba7a3f,5.6,6.27,1.1196428571428572,AT_FLOOR,BAD_ORACLE,5.7,5.57,1.017,0.888
pointwise_ccd411f2a45d,6fbb626c,5.44,7.17,1.3180147058823528,AT_FLOOR,BAD_ORACLE,5.57,5.66,1.024,0.79
pointwise_ccd411f2a45d,7036bd6b,5.66,6.14,1.0848056537102473,AT_FLOOR,BAD_ORACLE,5.54,5.44,0.977,0.885
pointwise_ccd411f2a45d,7044ac58,5.57,6.59,1.1831238779174147,AT_FLOOR,BAD_ORACLE,5.44,5.5,0.977,0.835
pointwise_ccd411f2a45d,70af205a,7.23,7.52,1.0401106500691562,AT_FLOOR,BAD_ORACLE,7.04,7.01,0.973,0.932
pointwise_ccd411f2a45d,710298ff,6.91,7.01,1.0144717800289436,AT_FLOOR,AT_FLOOR,6.91,7.01,1.0,1.0
pointwise_ccd411f2a45d,71dd5ff4,8.1,8.83,1.0901234567901235,AT_FLOOR,BAD_ORACLE,8.13,8.06,1.004,0.913
pointwise_ccd411f2a45d,726421b1,5.44,6.08,1.1176470588235294,AT_FLOOR,BAD_ORACLE,5.47,5.5,1.006,0.905
pointwise_ccd411f2a45d,7268edd3,5.54,6.3,1.1371841155234657,AT_FLOOR,BAD_ORACLE,5.66,5.5,1.023,0.873
pointwise_ccd411f2a45d,729fff1e,5.6,6.4,1.142857142857143,AT_FLOOR,BAD_ORACLE,5.63,5.54,1.006,0.865
pointwise_ccd411f2a45d,734e3717,5.44,5.63,1.0349264705882353,AT_FLOOR,BAD_ORACLE,5.63,5.28,1.035,0.938
pointwise_ccd411f2a45d,735b802c,5.5,6.02,1.0945454545454545,AT_FLOOR,BAD_ORACLE,5.63,5.7,1.023,0.947
pointwise_ccd411f2a45d,7448da56,5.7,6.05,1.0614035087719298,AT_FLOOR,BAD_ORACLE,5.6,5.63,0.983,0.931
pointwise_ccd411f2a45d,7496ef59,5.57,6.05,1.0861759425493716,AT_FLOOR,BAD_ORACLE,5.63,5.63,1.011,0.931
pointwise_ccd411f2a45d,751bd4ae,5.6,6.46,1.1535714285714287,AT_FLOOR,BAD_ORACLE,5.7,5.6,1.017,0.866
pointwise_ccd411f2a45d,751f612d,5.63,6.27,1.1136767317939609,AT_FLOOR,BAD_ORACLE,5.57,5.54,0.989,0.883
pointwise_ccd411f2a45d,762bc05c,5.7,6.34,1.1122807017543859,AT_FLOOR,BAD_ORACLE,5.47,5.63,0.961,0.889
pointwise_ccd411f2a45d,7662d21d,5.7,6.43,1.1280701754385964,AT_FLOOR,BAD_ORACLE,5.63,5.63,0.989,0.876
pointwise_ccd411f2a45d,766e73c5,5.22,5.7,1.0919540229885059,AT_FLOOR,BAD_ORACLE,5.09,5.25,0.975,0.921
pointwise_ccd411f2a45d,7673240e,5.7,6.91,1.212280701754386,AT_FLOOR,BAD_ORACLE,5.86,5.7,1.028,0.824
pointwise_ccd411f2a45d,77b5d828,9.98,10.88,1.0901803607214429,AT_FLOOR,BAD_ORACLE,9.98,9.89,1.0,0.909
pointwise_ccd411f2a45d,77fade4a,5.73,6.05,1.0558464223385688,AT_FLOOR,BAD_ORACLE,5.47,5.73,0.955,0.947
pointwise_ccd411f2a45d,78108141,14.21,16.22,1.1414496833216043,GOOD,BAD_ORACLE,15.2,15.1,1.07,0.931
pointwise_ccd411f2a45d,793309c6,4.99,5.09,1.0200400801603207,GOOD,AT_FLOOR,5.44,5.06,1.09,0.994
pointwise_ccd411f2a45d,79d60172,5.7,6.94,1.2175438596491228,AT_FLOOR,BAD_ORACLE,5.79,5.73,1.017,0.825
pointwise_ccd411f2a45d,7a1c483f,5.47,6.27,1.146252285191956,AT_FLOOR,BAD_ORACLE,5.6,5.57,1.023,0.888
pointwise_ccd411f2a45d,7ae66f9a,5.66,5.98,1.0565371024734982,AT_FLOOR,BAD_ORACLE,5.57,5.66,0.983,0.947
pointwise_ccd411f2a45d,7b31ec6f,5.54,6.02,1.0866425992779782,AT_FLOOR,BAD_ORACLE,5.63,5.66,1.017,0.941
pointwise_ccd411f2a45d,7bd9eb07,7.17,7.55,1.0529986052998606,AT_FLOOR,BAD_ORACLE,7.04,7.01,0.982,0.928
pointwise_ccd411f2a45d,7c4f45ce,5.12,5.38,1.05078125,AT_FLOOR,AT_FLOOR,5.12,5.15,1.0,0.958
pointwise_ccd411f2a45d,7cb3a572,5.66,6.24,1.1024734982332156,AT_FLOOR,BAD_ORACLE,5.54,5.63,0.977,0.903
